COCO_AP,COCO_AP50,COCO_AP75,COCO_AP_large,COCO_AP_medium,COCO_AP_small,COCO_AR100,COCO_images,elapsed_seconds,gradient_norm_before_clip,loss_box_reg,loss_classifier,loss_objectness,loss_rpn_box_reg,loss_total,row_type,update
,,,,,,,,0.11095629999181256,11.50334358215332,0.03568381071090698,0.03457513451576233,0.06440147757530212,0.11330530792474747,0.2479657232761383,training,12
,,,,,,,,0.1517664999992121,3.51351261138916,0.054262563586235046,0.03886625915765762,0.027034854516386986,0.07192626595497131,0.19208994507789612,training,13
,,,,,,,,0.1412148000090383,4.258939266204834,0.09902151674032211,0.09401993453502655,0.014467846602201462,0.01691962592303753,0.2244289219379425,training,14
,,,,,,,,0.1441740000154823,1.7712881565093994,0.0343184620141983,0.0329231359064579,0.00557982362806797,0.04830488562583923,0.12112630158662796,training,15
,,,,,,,,0.14080759999342263,4.780618190765381,0.08434893935918808,0.10106689482927322,0.04677465185523033,0.05544787645339966,0.2876383662223816,training,16
,,,,,,,,0.1422385000041686,4.842503070831299,0.07085937261581421,0.053774602711200714,0.013867583125829697,0.03209778293967247,0.1705993413925171,training,17
,,,,,,,,0.14435960000264458,2.7362020015716553,0.08224866539239883,0.07874234765768051,0.01301328744739294,0.027245469391345978,0.20124977827072144,training,18
,,,,,,,,0.14491619999171235,1.574479579925537,0.052209556102752686,0.037946347147226334,0.027596086263656616,0.005433999001979828,0.12318598479032516,training,19
,,,,,,,,0.11183549999259412,4.593260765075684,0.0678878203034401,0.04884015768766403,0.02547241747379303,0.072318896651268,0.21451929211616516,training,20
,,,,,,,,0.11181149998446926,4.404975414276123,0.1261562705039978,0.14969682693481445,0.02881450206041336,0.005784602835774422,0.3104521930217743,training,21
,,,,,,,,0.15412419999483973,2.883795976638794,0.10666738450527191,0.08940122276544571,0.01312988717108965,0.004935029894113541,0.21413353085517883,training,22
,,,,,,,,0.14396539999870583,2.9737789630889893,0.10077245533466339,0.08302652835845947,0.02021183632314205,0.045291438698768616,0.24930225312709808,training,23
,,,,,,,,0.14781749999383464,2.07835054397583,0.07581015676259995,0.040789004415273666,0.009165947325527668,0.04258861392736435,0.16835370659828186,training,24
,,,,,,,,0.1430918000114616,2.7177107334136963,0.06722090393304825,0.028072692453861237,0.006451538763940334,0.061987727880477905,0.1637328565120697,training,25
,,,,,,,,0.1434472000109963,0.9302465915679932,0.07289621978998184,0.0322953537106514,0.005085660144686699,0.012052261270582676,0.12232949584722519,training,26
,,,,,,,,0.14505990000907332,2.958705425262451,0.07035335153341293,0.02923179231584072,0.01248140074312687,0.10649081319570541,0.21855735778808594,training,27
,,,,,,,,0.13898580000386573,3.449976921081543,0.13123375177383423,0.11495718359947205,0.00982435792684555,0.0015076905256137252,0.2575230002403259,training,28
,,,,,,,,0.11383409998961724,2.898545265197754,0.0901169702410698,0.0424923449754715,0.018099375069141388,0.06872152537107468,0.21943020820617676,training,29
,,,,,,,,0.10680300000240095,21.953083038330078,0.04366157948970795,0.022899208590388298,0.1426990032196045,0.10344363003969193,0.3127034306526184,training,30
,,,,,,,,0.1403462999733165,1.1490583419799805,0.04561026394367218,0.016436059027910233,0.006618998944759369,0.021596647799015045,0.09026197344064713,training,31
